anno,provincia,comune,tipo_di_strada,condizioni_meteorologiche,natura_incidente,morti_entro_30_giorni,feriti,Ora,tipo_di_strada_txt,Ora_formattata
24,66,6,2,7,2,0,1,11.0,Doppio senso,11:00
24,66,6,2,1,5,0,1,12.0,Doppio senso,12:00
24,66,6,1,3,2,0,1,15.0,Senso unico,15:00
24,66,6,2,6,2,0,4,11.0,Doppio senso,11:00
24,66,6,2,1,2,0,1,12.0,Doppio senso,12:00
24,66,49,2,3,2,0,4,8.0,Doppio senso,08:00
24,66,49,4,1,2,0,2,17.0,Più di due carreggiate,17:00
24,66,49,2,3,5,0,1,17.0,Doppio senso,17:00
24,66,49,2,1,1,0,1,16.0,Doppio senso,16:00
24,66,49,2,1,10,0,1,16.0,Doppio senso,16:00
24,66,49,1,1,2,0,1,9.0,Senso unico,09:00
24,66,75,2,1,5,0,1,16.0,Doppio senso,16:00
24,67,1,2,1,7,0,1,15.0,Doppio senso,15:00
24,67,25,2,1,5,0,1,10.0,Doppio senso,10:00
24,67,25,2,1,4,0,1,15.0,Doppio senso,15:00
24,67,25,2,1,4,0,2,15.0,Doppio senso,15:00
24,67,25,2,1,2,0,1,16.0,Doppio senso,16:00
24,67,25,2,1,4,0,1,10.0,Doppio senso,10:00
24,67,30,2,1,2,0,1,17.0,Doppio senso,17:00
24,67,37,2,7,6,0,1,12.0,Doppio senso,12:00
24,67,39,2,1,2,0,2,8.0,Doppio senso,08:00
24,67,40,2,1,5,0,0,9.0,Doppio senso,09:00
24,67,41,2,3,8,0,1,12.0,Doppio senso,12:00
24,67,41,2,3,5,0,1,15.0,Doppio senso,15:00
24,67,41,2,1,5,0,1,13.0,Doppio senso,13:00
24,67,44,2,1,4,0,2,12.0,Doppio senso,12:00
24,67,44,2,1,2,0,1,12.0,Doppio senso,12:00
24,68,11,2,1,8,0,1,12.0,Doppio senso,12:00
24,68,11,2,1,4,0,1,13.0,Doppio senso,13:00
24,68,12,2,1,4,0,1,10.0,Doppio senso,10:00
24,68,12,2,3,8,0,1,11.0,Doppio senso,11:00
24,68,12,2,1,2,0,1,11.0,Doppio senso,11:00
24,68,24,2,3,2,0,1,7.0,Doppio senso,07:00
24,68,24,2,3,1,0,2,8.0,Doppio senso,08:00
24,68,24,2,3,5,0,1,18.0,Doppio senso,18:00
24,68,24,2,7,2,0,2,15.0,Doppio senso,15:00
24,68,24,2,1,2,0,1,19.0,Doppio senso,19:00
24,68,24,2,1,2,0,1,16.0,Doppio senso,16:00
24,68,41,2,1,8,0,1,17.0,Doppio senso,17:00
24,69,22,2,3,5,0,1,17.0,Doppio senso,17:00
24,69,22,2,1,6,0,1,15.0,Doppio senso,15:00
24,69,22,1,1,4,0,1,15.0,Senso unico,15:00
24,69,22,2,1,6,0,1,14.0,Doppio senso,14:00
24,69,46,2,1,1,0,1,12.0,Doppio senso,12:00
24,69,46,2,3,4,0,2,13.0,Doppio senso,13:00
24,69,46,2,1,5,0,1,18.0,Doppio senso,18:00
24,69,46,1,1,5,0,1,17.0,Senso unico,17:00
24,69,83,2,3,2,0,1,9.0,Doppio senso,09:00
24,69,83,2,1,2,0,1,15.0,Doppio senso,15:00
24,69,83,2,1,6,0,2,10.0,Doppio senso,10:00
24,69,86,2,1,7,0,1,9.0,Doppio senso,09:00
24,69,99,2,1,1,0,2,8.0,Doppio senso,08:00
24,69,99,2,1,2,0,3,13.0,Doppio senso,13:00
24,69,99,2,1,2,0,1,6.0,Doppio senso,06:00
24,69,99,2,1,5,0,1,17.0,Doppio senso,17:00
24,69,99,2,1,10,0,1,14.0,Doppio senso,14:00
24,66,6,1,1,2,0,2,8.0,Senso unico,08:00
24,66,6,2,1,5,0,1,11.0,Doppio senso,11:00
24,66,6,1,7,2,0,3,13.0,Senso unico,13:00
24,66,6,2,1,5,0,1,16.0,Doppio senso,16:00
24,66,6,2,1,5,0,1,12.0,Doppio senso,12:00
24,66,6,2,1,5,0,1,8.0,Doppio senso,08:00
24,66,49,2,1,5,0,1,10.0,Doppio senso,10:00
24,66,49,2,7,6,0,2,13.0,Doppio senso,13:00
24,66,49,2,3,1,0,2,16.0,Doppio senso,16:00
24,66,49,2,1,4,0,1,7.0,Doppio senso,07:00
24,66,49,2,1,2,0,4,12.0,Doppio senso,12:00
24,66,49,1,1,2,0,1,13.0,Senso unico,13:00
24,66,49,1,3,2,0,1,11.0,Senso unico,11:00
24,66,98,2,1,2,0,3,8.0,Doppio senso,08:00
24,66,98,2,3,1,0,2,18.0,Doppio senso,18:00
24,66,99,2,1,2,0,2,8.0,Doppio senso,08:00
24,67,1,2,1,2,0,1,8.0,Doppio senso,08:00
24,67,25,2,3,2,0,1,15.0,Doppio senso,15:00
24,67,25,2,3,2,0,1,17.0,Doppio senso,17:00
24,67,30,2,1,10,0,1,14.0,Doppio senso,14:00
24,67,30,2,1,2,0,2,8.0,Doppio senso,08:00
24,67,32,2,1,4,0,1,9.0,Doppio senso,09:00
24,67,40,2,7,5,0,1,12.0,Doppio senso,12:00
24,67,40,2,7,4,0,1,11.0,Doppio senso,11:00
24,67,40,2,1,4,0,1,19.0,Doppio senso,19:00
24,67,41,2,1,2,0,1,13.0,Doppio senso,13:00
24,67,41,2,1,8,0,1,14.0,Doppio senso,14:00
24,67,41,2,1,1,1,0,8.0,Doppio senso,08:00
24,67,41,2,1,6,0,1,8.0,Doppio senso,08:00
24,67,41,2,1,7,0,1,12.0,Doppio senso,12:00
24,67,41,2,1,4,0,1,18.0,Doppio senso,18:00
24,67,41,2,1,3,0,1,12.0,Doppio senso,12:00
24,67,44,2,1,4,0,3,11.0,Doppio senso,11:00
24,67,47,2,1,3,0,1,12.0,Doppio senso,12:00
24,67,47,2,7,3,0,1,17.0,Doppio senso,17:00
24,67,47,2,1,3,0,1,16.0,Doppio senso,16:00
24,68,11,2,3,3,0,1,9.0,Doppio senso,09:00
24,68,12,2,1,10,0,1,9.0,Doppio senso,09:00
24,68,24,2,1,4,0,1,16.0,Doppio senso,16:00
24,68,24,2,1,2,0,1,8.0,Doppio senso,08:00
24,68,24,2,1,4,0,1,18.0,Doppio senso,18:00
24,68,24,2,1,1,0,2,14.0,Doppio senso,14:00
24,68,24,2,1,2,0,1,15.0,Doppio senso,15:00
24,68,24,2,1,2,0,1,7.0,Doppio senso,07:00
24,68,33,2,1,2,0,2,8.0,Doppio senso,08:00
24,68,41,2,1,2,0,1,8.0,Doppio senso,08:00
24,68,41,1,1,4,0,1,16.0,Senso unico,16:00
24,69,18,2,1,7,0,1,10.0,Doppio senso,10:00
24,69,22,2,1,5,0,1,18.0,Doppio senso,18:00
24,69,22,2,1,3,0,1,11.0,Doppio senso,11:00
24,69,22,2,1,2,0,3,10.0,Doppio senso,10:00
24,69,22,2,1,2,0,1,15.0,Doppio senso,15:00
24,69,22,2,1,1,0,1,9.0,Doppio senso,09:00
24,69,35,2,1,1,0,1,9.0,Doppio senso,09:00
24,69,35,2,1,2,0,1,11.0,Doppio senso,11:00
24,69,35,2,1,2,0,3,14.0,Doppio senso,14:00
24,69,35,2,1,5,0,1,18.0,Doppio senso,18:00
24,69,46,2,1,5,0,1,9.0,Doppio senso,09:00
24,69,46,2,1,1,0,3,12.0,Doppio senso,12:00
24,69,46,2,1,2,0,1,14.0,Doppio senso,14:00
24,69,46,2,1,1,0,2,14.0,Doppio senso,14:00
24,69,46,1,1,2,0,1,13.0,Senso unico,13:00
24,69,46,2,3,2,0,3,11.0,Doppio senso,11:00
24,69,46,1,3,2,0,1,17.0,Senso unico,17:00
24,69,58,2,1,6,0,1,11.0,Doppio senso,11:00
24,69,58,2,1,4,0,1,11.0,Doppio senso,11:00
24,69,58,3,1,3,0,4,14.0,Due carreggiate,14:00
24,69,58,2,1,6,0,2,11.0,Doppio senso,11:00
24,69,83,2,1,2,0,1,17.0,Doppio senso,17:00
24,69,83,2,7,2,0,1,8.0,Doppio senso,08:00
24,69,83,2,1,2,0,2,18.0,Doppio senso,18:00
24,69,83,2,1,2,0,1,9.0,Doppio senso,09:00
24,69,83,2,1,1,0,2,17.0,Doppio senso,17:00
24,69,83,2,1,2,0,1,15.0,Doppio senso,15:00
24,69,83,2,1,2,0,1,18.0,Doppio senso,18:00
24,69,99,2,1,7,0,1,13.0,Doppio senso,13:00
24,69,99,2,1,3,0,1,18.0,Doppio senso,18:00
24,66,6,2,1,2,0,1,10.0,Doppio senso,10:00
24,66,6,2,1,5,0,1,10.0,Doppio senso,10:00
24,66,6,2,1,4,0,1,9.0,Doppio senso,09:00
24,66,49,2,7,6,0,1,16.0,Doppio senso,16:00
24,66,49,2,3,5,0,1,18.0,Doppio senso,18:00
24,66,49,2,1,2,0,1,18.0,Doppio senso,18:00
24,66,49,2,7,1,0,3,17.0,Doppio senso,17:00
24,66,49,2,1,4,0,1,8.0,Doppio senso,08:00
24,66,49,2,1,6,0,2,7.0,Doppio senso,07:00
24,66,49,2,1,4,0,1,17.0,Doppio senso,17:00
24,66,49,2,1,4,0,1,10.0,Doppio senso,10:00
24,66,49,2,1,1,0,2,15.0,Doppio senso,15:00
24,66,49,2,1,10,0,1,14.0,Doppio senso,14:00
24,66,98,2,1,2,0,1,18.0,Doppio senso,18:00
24,67,1,2,1,10,0,1,16.0,Doppio senso,16:00
24,67,25,2,1,2,0,1,8.0,Doppio senso,08:00
24,67,25,2,1,2,0,1,11.0,Doppio senso,11:00
24,67,30,2,1,3,0,1,18.0,Doppio senso,18:00
24,67,30,2,1,2,0,1,8.0,Doppio senso,08:00
24,67,35,2,1,5,0,1,16.0,Doppio senso,16:00
24,67,37,2,1,2,0,2,12.0,Doppio senso,12:00
24,67,40,2,7,4,0,1,16.0,Doppio senso,16:00
24,67,41,1,3,4,0,1,18.0,Senso unico,18:00
24,67,41,2,1,5,0,1,9.0,Doppio senso,09:00
24,67,41,2,1,2,0,1,12.0,Doppio senso,12:00
24,67,44,2,7,7,0,1,15.0,Doppio senso,15:00
24,67,44,2,1,7,0,1,10.0,Doppio senso,10:00
24,67,44,2,1,6,0,1,15.0,Doppio senso,15:00
24,68,12,2,3,2,0,2,13.0,Doppio senso,13:00
24,68,12,2,1,3,0,1,16.0,Doppio senso,16:00
24,68,12,2,1,4,0,2,10.0,Doppio senso,10:00
24,68,24,2,2,3,0,1,8.0,Doppio senso,08:00
24,68,24,2,7,4,0,0,14.0,Doppio senso,14:00
24,68,24,2,7,1,0,1,17.0,Doppio senso,17:00
24,68,24,2,1,4,0,1,13.0,Doppio senso,13:00
24,68,24,2,1,2,0,3,8.0,Doppio senso,08:00
24,68,24,2,1,2,0,1,8.0,Doppio senso,08:00
24,68,24,2,1,5,0,1,9.0,Doppio senso,09:00
24,68,24,2,1,4,0,1,10.0,Doppio senso,10:00
24,68,24,2,1,2,0,2,17.0,Doppio senso,17:00
24,68,24,2,1,3,0,1,16.0,Doppio senso,16:00
24,68,24,2,1,5,0,1,18.0,Doppio senso,18:00
24,68,24,2,7,2,0,1,17.0,Doppio senso,17:00
24,68,27,2,1,8,0,1,11.0,Doppio senso,11:00
24,68,41,2,1,2,0,2,10.0,Doppio senso,10:00
24,68,41,2,1,8,0,1,12.0,Doppio senso,12:00
24,68,41,1,1,5,0,1,19.0,Senso unico,19:00
24,68,41,2,1,2,0,1,15.0,Doppio senso,15:00
24,68,41,2,1,1,0,1,9.0,Doppio senso,09:00
24,68,41,2,3,3,0,1,0.0,Doppio senso,00:00
24,68,41,2,1,4,0,2,16.0,Doppio senso,16:00
24,69,17,2,1,2,0,1,9.0,Doppio senso,09:00
24,69,22,2,1,2,0,1,19.0,Doppio senso,19:00
24,69,22,2,1,1,0,2,7.0,Doppio senso,07:00
24,69,22,2,1,2,0,1,16.0,Doppio senso,16:00
24,69,22,1,1,4,0,2,9.0,Senso unico,09:00
24,69,22,1,1,5,0,1,8.0,Senso unico,08:00
24,69,22,2,1,3,0,1,19.0,Doppio senso,19:00
24,69,22,2,7,2,0,2,6.0,Doppio senso,06:00
24,69,22,2,1,2,0,1,10.0,Doppio senso,10:00
24,69,22,2,1,3,0,1,7.0,Doppio senso,07:00
24,69,35,2,1,2,0,1,11.0,Doppio senso,11:00
24,69,35,2,1,2,0,1,10.0,Doppio senso,10:00
24,69,35,2,1,4,0,1,15.0,Doppio senso,15:00
24,69,35,2,1,3,0,1,13.0,Doppio senso,13:00
24,69,35,2,1,4,0,1,17.0,Doppio senso,17:00
24,69,46,2,1,10,0,1,9.0,Doppio senso,09:00
24,69,46,2,1,4,0,3,14.0,Doppio senso,14:00
24,69,46,2,1,2,0,1,8.0,Doppio senso,08:00
24,69,46,1,1,2,0,1,15.0,Senso unico,15:00
24,69,46,1,3,5,0,1,18.0,Senso unico,18:00
24,69,46,2,1,1,0,1,15.0,Doppio senso,15:00
24,69,46,1,1,5,0,1,9.0,Senso unico,09:00
24,69,46,2,1,4,0,4,16.0,Doppio senso,16:00
24,69,46,2,1,10,0,0,8.0,Doppio senso,08:00
24,69,58,2,7,2,0,1,11.0,Doppio senso,11:00
24,69,58,1,1,2,0,1,13.0,Senso unico,13:00
24,69,81,2,1,5,0,1,17.0,Doppio senso,17:00
24,69,83,2,1,2,0,2,19.0,Doppio senso,19:00
24,69,83,2,1,2,0,1,11.0,Doppio senso,11:00
24,69,83,2,1,5,0,1,16.0,Doppio senso,16:00
24,69,99,2,1,4,0,1,14.0,Doppio senso,14:00
24,69,99,1,1,3,0,1,13.0,Senso unico,13:00
24,66,6,1,1,5,0,1,13.0,Senso unico,13:00
24,66,6,2,1,2,0,2,11.0,Doppio senso,11:00
24,66,6,1,1,5,0,1,17.0,Senso unico,17:00
24,66,32,2,1,5,0,1,11.0,Doppio senso,11:00
24,66,32,2,1,3,0,3,15.0,Doppio senso,15:00
24,66,49,2,1,2,0,4,17.0,Doppio senso,17:00
24,66,49,2,1,10,0,1,8.0,Doppio senso,08:00
24,66,49,2,1,5,0,1,12.0,Doppio senso,12:00
24,66,49,2,1,4,0,1,11.0,Doppio senso,11:00
24,66,49,2,1,2,0,2,12.0,Doppio senso,12:00
24,66,49,2,1,2,0,1,18.0,Doppio senso,18:00
24,66,49,2,7,5,0,1,7.0,Doppio senso,07:00
24,67,1,1,1,4,0,1,17.0,Senso unico,17:00
24,67,25,2,1,2,0,1,8.0,Doppio senso,08:00
24,67,25,2,1,5,0,1,11.0,Doppio senso,11:00
24,67,25,2,1,2,0,2,10.0,Doppio senso,10:00
24,67,25,2,1,2,0,1,15.0,Doppio senso,15:00
24,67,25,2,1,2,0,1,19.0,Doppio senso,19:00
24,67,25,2,1,2,0,1,17.0,Doppio senso,17:00
24,67,35,2,1,6,0,1,7.0,Doppio senso,07:00
24,67,35,2,1,1,0,1,17.0,Doppio senso,17:00
24,67,35,2,1,3,0,1,9.0,Doppio senso,09:00
24,67,35,2,1,3,0,1,7.0,Doppio senso,07:00
24,67,37,2,1,3,0,1,7.0,Doppio senso,07:00
24,67,37,1,1,2,0,3,9.0,Senso unico,09:00
24,67,38,2,7,3,0,1,13.0,Doppio senso,13:00
24,67,41,2,1,2,0,4,8.0,Doppio senso,08:00
24,67,41,2,1,4,0,1,13.0,Doppio senso,13:00
24,67,41,2,1,5,0,1,10.0,Doppio senso,10:00
24,67,41,2,1,4,0,1,10.0,Doppio senso,10:00
24,67,41,2,7,4,0,3,16.0,Doppio senso,16:00
24,67,41,2,3,2,0,2,18.0,Doppio senso,18:00
24,67,41,2,1,10,0,1,17.0,Doppio senso,17:00
24,67,41,2,1,2,0,1,9.0,Doppio senso,09:00
24,67,41,2,1,2,0,1,12.0,Doppio senso,12:00
24,67,44,2,1,2,0,1,8.0,Doppio senso,08:00
24,67,47,2,1,1,0,3,13.0,Doppio senso,13:00
24,67,47,2,1,3,0,1,16.0,Doppio senso,16:00
24,67,47,2,1,2,0,1,15.0,Doppio senso,15:00
24,68,11,2,1,4,0,2,10.0,Doppio senso,10:00
24,68,12,2,1,8,0,1,16.0,Doppio senso,16:00
24,68,12,2,1,8,0,1,12.0,Doppio senso,12:00
24,68,12,1,1,4,0,1,13.0,Senso unico,13:00
24,68,12,2,1,8,0,1,15.0,Doppio senso,15:00
24,68,24,2,7,3,0,1,15.0,Doppio senso,15:00
24,68,24,2,1,2,0,1,10.0,Doppio senso,10:00
24,68,24,2,1,4,0,1,17.0,Doppio senso,17:00
24,68,24,2,1,4,0,1,7.0,Doppio senso,07:00
24,68,24,2,1,2,0,1,8.0,Doppio senso,08:00
24,68,24,2,1,4,0,1,14.0,Doppio senso,14:00
24,68,24,2,1,2,0,1,10.0,Doppio senso,10:00
24,68,24,2,7,2,0,1,11.0,Doppio senso,11:00
24,68,24,2,7,1,0,1,11.0,Doppio senso,11:00
24,68,24,2,1,1,0,4,14.0,Doppio senso,14:00
24,68,24,2,1,5,0,1,17.0,Doppio senso,17:00
24,68,27,2,1,5,0,1,9.0,Doppio senso,09:00
24,68,41,2,1,10,0,1,14.0,Doppio senso,14:00
24,68,41,2,1,4,0,1,18.0,Doppio senso,18:00
24,69,22,2,1,6,0,1,11.0,Doppio senso,11:00
24,69,22,2,1,4,0,1,17.0,Doppio senso,17:00
24,69,22,2,1,2,0,1,13.0,Doppio senso,13:00
24,69,22,1,1,5,0,1,17.0,Senso unico,17:00
24,69,22,2,1,1,0,1,12.0,Doppio senso,12:00
24,69,35,2,1,1,0,1,19.0,Doppio senso,19:00
24,69,35,2,1,2,0,1,19.0,Doppio senso,19:00
24,69,46,2,1,4,0,1,16.0,Doppio senso,16:00
24,69,46,2,1,3,0,1,15.0,Doppio senso,15:00
24,69,46,2,1,3,0,1,9.0,Doppio senso,09:00
24,69,46,2,1,4,0,1,9.0,Doppio senso,09:00
24,69,58,2,1,3,0,1,13.0,Doppio senso,13:00
24,69,58,1,1,6,0,1,9.0,Senso unico,09:00
24,69,81,2,1,10,0,1,15.0,Doppio senso,15:00
24,69,83,2,1,2,0,1,18.0,Doppio senso,18:00
24,69,86,2,1,3,0,1,10.0,Doppio senso,10:00
24,69,99,2,1,10,0,1,17.0,Doppio senso,17:00
24,69,99,2,7,1,0,1,12.0,Doppio senso,12:00
24,69,99,2,1,4,0,1,16.0,Doppio senso,16:00
24,69,99,2,1,2,0,1,11.0,Doppio senso,11:00
24,69,99,2,1,10,0,1,16.0,Doppio senso,16:00
24,66,6,2,3,2,0,2,8.0,Doppio senso,08:00
24,66,32,2,1,8,0,1,12.0,Doppio senso,12:00
24,66,49,2,7,1,0,3,14.0,Doppio senso,14:00
24,66,49,2,7,2,0,1,11.0,Doppio senso,11:00
24,66,49,2,1,4,0,1,13.0,Doppio senso,13:00
24,66,49,2,1,2,0,1,14.0,Doppio senso,14:00
24,66,49,2,1,8,0,1,14.0,Doppio senso,14:00
24,66,49,2,1,7,0,1,11.0,Doppio senso,11:00
24,66,49,1,1,12,0,1,11.0,Senso unico,11:00
24,66,49,2,1,3,0,1,18.0,Doppio senso,18:00
24,66,49,2,1,2,0,1,12.0,Doppio senso,12:00
24,66,49,2,1,5,0,1,10.0,Doppio senso,10:00
24,66,49,2,1,8,0,1,9.0,Doppio senso,09:00
24,66,98,2,1,1,0,3,10.0,Doppio senso,10:00
24,66,98,1,1,2,0,1,13.0,Senso unico,13:00
24,67,1,1,1,2,0,1,15.0,Senso unico,15:00
24,67,1,1,1,2,0,1,9.0,Senso unico,09:00
24,67,25,2,1,5,0,1,17.0,Doppio senso,17:00
24,67,25,2,1,12,0,1,10.0,Doppio senso,10:00
24,67,25,2,1,2,0,1,7.0,Doppio senso,07:00
24,67,25,2,7,2,0,1,18.0,Doppio senso,18:00
24,67,25,2,1,4,0,1,11.0,Doppio senso,11:00
24,67,28,2,1,12,0,1,10.0,Doppio senso,10:00
24,67,30,2,1,2,0,1,12.0,Doppio senso,12:00
24,67,30,2,1,2,0,1,17.0,Doppio senso,17:00
24,67,30,2,7,4,0,3,13.0,Doppio senso,13:00
24,67,35,2,1,6,0,1,17.0,Doppio senso,17:00
24,67,40,2,1,3,0,1,18.0,Doppio senso,18:00
24,67,41,2,1,2,0,3,10.0,Doppio senso,10:00
24,67,41,2,1,2,0,3,8.0,Doppio senso,08:00
24,67,41,2,1,2,0,2,17.0,Doppio senso,17:00
24,67,41,2,1,3,0,3,9.0,Doppio senso,09:00
24,67,41,2,1,4,0,7,18.0,Doppio senso,18:00
24,67,41,2,3,2,0,1,10.0,Doppio senso,10:00
24,67,41,2,3,2,0,1,16.0,Doppio senso,16:00
24,67,41,2,1,5,0,1,10.0,Doppio senso,10:00
24,67,41,2,3,2,0,2,7.0,Doppio senso,07:00
24,67,41,2,1,10,0,1,18.0,Doppio senso,18:00
24,67,41,2,1,3,0,2,11.0,Doppio senso,11:00
24,67,41,2,1,7,0,1,8.0,Doppio senso,08:00
24,67,44,2,1,3,0,1,12.0,Doppio senso,12:00
24,67,47,2,1,1,0,3,15.0,Doppio senso,15:00
24,67,47,2,1,2,0,1,17.0,Doppio senso,17:00
24,67,47,2,1,4,0,1,9.0,Doppio senso,09:00
24,68,11,2,1,3,0,2,11.0,Doppio senso,11:00
24,68,11,2,1,5,0,1,11.0,Doppio senso,11:00
24,68,12,2,1,4,0,1,18.0,Doppio senso,18:00
24,68,12,2,1,8,0,1,14.0,Doppio senso,14:00
24,68,12,2,1,4,0,1,16.0,Doppio senso,16:00
24,68,12,2,3,2,0,1,13.0,Doppio senso,13:00
24,68,12,2,1,2,0,2,15.0,Doppio senso,15:00
24,68,24,2,1,1,0,2,11.0,Doppio senso,11:00
24,68,24,2,7,3,0,1,16.0,Doppio senso,16:00
24,68,24,2,7,4,0,1,7.0,Doppio senso,07:00
24,68,24,2,1,5,0,1,17.0,Doppio senso,17:00
24,68,24,2,1,5,0,1,11.0,Doppio senso,11:00
24,68,24,2,1,3,0,1,8.0,Doppio senso,08:00
24,68,24,2,1,2,0,1,17.0,Doppio senso,17:00
24,68,24,2,1,3,0,1,17.0,Doppio senso,17:00
24,68,27,2,1,5,0,1,9.0,Doppio senso,09:00
24,68,41,1,1,5,0,1,18.0,Senso unico,18:00
24,69,5,2,1,2,0,1,8.0,Doppio senso,08:00
24,69,5,2,1,2,0,2,11.0,Doppio senso,11:00
24,69,5,2,1,10,0,1,18.0,Doppio senso,18:00
24,69,17,3,1,2,0,3,7.0,Due carreggiate,07:00
24,69,17,2,1,4,0,1,8.0,Doppio senso,08:00
24,69,22,2,3,6,0,1,13.0,Doppio senso,13:00
24,69,22,2,1,2,0,1,11.0,Doppio senso,11:00
24,69,22,2,1,6,0,1,8.0,Doppio senso,08:00
24,69,22,1,7,5,0,1,11.0,Senso unico,11:00
24,69,22,2,1,2,0,3,13.0,Doppio senso,13:00
24,69,22,2,1,3,0,1,12.0,Doppio senso,12:00
24,69,22,2,1,6,0,2,7.0,Doppio senso,07:00
24,69,28,2,1,5,0,1,8.0,Doppio senso,08:00
24,69,35,2,1,5,0,1,10.0,Doppio senso,10:00
24,69,35,2,1,1,0,2,16.0,Doppio senso,16:00
24,69,35,2,1,7,0,1,15.0,Doppio senso,15:00
24,69,35,2,1,2,0,1,18.0,Doppio senso,18:00
24,69,35,1,1,2,0,1,10.0,Senso unico,10:00
24,69,46,2,1,5,0,1,8.0,Doppio senso,08:00
24,69,46,2,1,4,0,1,9.0,Doppio senso,09:00
24,69,46,2,1,1,0,1,18.0,Doppio senso,18:00
24,69,46,1,1,2,0,1,10.0,Senso unico,10:00
24,69,46,2,1,1,0,1,12.0,Doppio senso,12:00
24,69,58,3,1,3,0,1,17.0,Due carreggiate,17:00
24,69,81,2,1,1,0,1,8.0,Doppio senso,08:00
24,69,83,2,4,8,0,2,14.0,Doppio senso,14:00
24,69,83,1,1,1,0,1,15.0,Senso unico,15:00
24,69,99,2,1,5,0,0,18.0,Doppio senso,18:00
24,69,99,1,1,3,0,1,8.0,Senso unico,08:00
24,69,99,1,1,3,0,1,15.0,Senso unico,15:00
24,69,99,2,1,4,0,1,8.0,Doppio senso,08:00
24,69,99,2,1,3,0,1,17.0,Doppio senso,17:00
24,69,99,2,1,8,0,2,15.0,Doppio senso,15:00
24,69,99,2,1,6,0,1,7.0,Doppio senso,07:00
24,69,99,2,1,2,0,1,13.0,Doppio senso,13:00
24,66,6,1,1,4,0,1,8.0,Senso unico,08:00
24,66,6,2,1,2,0,2,17.0,Doppio senso,17:00
24,66,6,2,7,2,0,2,8.0,Doppio senso,08:00
24,66,6,2,1,4,0,1,16.0,Doppio senso,16:00
24,66,6,2,1,3,0,1,13.0,Doppio senso,13:00
24,66,6,2,1,4,0,1,11.0,Doppio senso,11:00
24,66,6,1,1,5,0,1,17.0,Senso unico,17:00
24,66,6,1,1,5,0,1,11.0,Senso unico,11:00
24,66,49,1,1,5,0,1,13.0,Senso unico,13:00
24,66,49,2,1,4,0,1,15.0,Doppio senso,15:00
24,66,49,2,1,2,0,1,10.0,Doppio senso,10:00
24,66,49,2,1,2,0,1,8.0,Doppio senso,08:00
24,66,49,2,1,4,0,1,9.0,Doppio senso,09:00
24,66,49,2,1,3,0,1,16.0,Doppio senso,16:00
24,66,49,2,1,2,0,1,13.0,Doppio senso,13:00
24,66,49,2,1,2,0,1,13.0,Doppio senso,13:00
24,66,49,2,1,2,0,3,10.0,Doppio senso,10:00
24,66,49,1,1,4,0,1,19.0,Senso unico,19:00
24,66,49,1,1,12,0,1,12.0,Senso unico,12:00
24,66,49,2,1,12,0,1,12.0,Doppio senso,12:00
24,66,49,2,1,2,0,2,12.0,Doppio senso,12:00
24,66,49,2,1,4,0,3,12.0,Doppio senso,12:00
24,66,98,2,1,1,0,2,8.0,Doppio senso,08:00
24,66,98,2,1,1,0,3,16.0,Doppio senso,16:00
24,67,1,2,1,2,0,1,13.0,Doppio senso,13:00
24,67,4,2,1,5,0,2,13.0,Doppio senso,13:00
24,67,4,2,3,2,0,1,16.0,Doppio senso,16:00
24,67,25,2,1,3,0,1,12.0,Doppio senso,12:00
24,67,25,2,1,4,0,1,12.0,Doppio senso,12:00
24,67,25,2,1,3,0,1,14.0,Doppio senso,14:00
24,67,25,2,1,2,0,3,15.0,Doppio senso,15:00
24,67,35,2,1,1,0,1,9.0,Doppio senso,09:00
24,67,39,2,1,4,0,3,12.0,Doppio senso,12:00
24,67,40,2,7,5,0,1,18.0,Doppio senso,18:00
24,67,40,2,1,7,0,1,18.0,Doppio senso,18:00
24,67,41,2,3,2,0,2,14.0,Doppio senso,14:00
24,67,41,1,1,2,0,1,7.0,Senso unico,07:00
24,67,41,2,1,2,0,1,12.0,Doppio senso,12:00
24,67,41,3,3,4,0,2,15.0,Due carreggiate,15:00
24,67,41,1,1,5,0,1,9.0,Senso unico,09:00
24,67,41,1,1,10,0,1,17.0,Senso unico,17:00
24,67,41,2,3,2,0,1,18.0,Doppio senso,18:00
24,67,44,2,1,3,0,0,16.0,Doppio senso,16:00
24,67,44,2,1,8,0,1,13.0,Doppio senso,13:00
24,67,44,2,1,2,0,1,17.0,Doppio senso,17:00
24,67,44,2,1,4,0,2,10.0,Doppio senso,10:00
24,68,11,2,3,3,0,1,10.0,Doppio senso,10:00
24,68,12,2,1,2,0,1,15.0,Doppio senso,15:00
24,68,12,2,1,2,0,3,18.0,Doppio senso,18:00
24,68,24,2,1,5,0,1,11.0,Doppio senso,11:00
24,68,24,2,1,5,0,2,17.0,Doppio senso,17:00
24,68,24,2,1,3,0,1,11.0,Doppio senso,11:00
24,68,24,1,7,2,0,1,14.0,Senso unico,14:00
24,68,24,2,1,2,0,2,8.0,Doppio senso,08:00
24,68,24,2,7,3,0,1,12.0,Doppio senso,12:00
24,68,24,2,1,2,0,1,17.0,Doppio senso,17:00
24,68,24,2,3,2,0,1,14.0,Doppio senso,14:00
24,68,24,2,3,3,0,1,17.0,Doppio senso,17:00
24,68,24,2,1,5,0,1,11.0,Doppio senso,11:00
